Date,Price,Open,High,Low,Vol.,Change %
12/9/2020,24.9,25.2,25.6,24.2,570.14K,-0.40%
12/10/2020,24.8,25.18,25.18,24.62,98.82K,-0.40%
12/11/2020,24.8,24.6,25.08,23.02,153.57K,0.00%
12/14/2020,25,24.84,25.2,24.84,553.92K,0.81%
12/15/2020,24.8,24.8,25.2,24.8,227.06K,-0.80%
12/16/2020,25,24.6,25.08,24.6,93.71K,0.81%
12/17/2020,25,25,25.32,24.96,1.77M,0.00%
12/18/2020,25.06,25.28,25.28,24.8,464.78K,0.24%
12/21/2020,25.8,25.08,26.18,25.02,2.97M,2.95%
12/22/2020,25.98,26,26.18,25.8,2.25M,0.70%
12/23/2020,27.2,26,27.4,26,2.99M,4.70%
12/24/2020,27.78,27.26,27.9,27.26,1.21M,2.13%
12/28/2020,27.9,27.98,28,27.3,363.51K,0.43%
12/30/2020,28.02,28,28.5,28,697.72K,0.43%
12/31/2020,29,28.2,29,28,647.06K,3.50%
1/4/2021,31.98,29,32,29,3.58M,10.28%
1/5/2021,32.4,32.4,33.2,32.2,1.13M,1.31%
1/6/2021,34,32.98,34,32.4,1.99M,4.94%
1/7/2021,35.4,34,35.6,34,1.55M,4.12%
1/8/2021,34.85,35.6,35.6,34,515.64K,-1.55%
1/11/2021,37.3,35.5,37.3,35,3.89M,7.03%
1/12/2021,37.6,37.4,38,37.3,792.54K,0.80%
1/13/2021,36.8,37.8,38,36.4,877.80K,-2.13%
1/15/2021,37.6,37.85,37.95,37,747.53K,2.17%
1/18/2021,39.8,37.6,40,36.6,2.25M,5.85%
1/19/2021,37.45,39.85,39.95,37.25,434.93K,-5.90%
1/20/2021,37.4,37.45,38,36.9,369.83K,-0.13%
1/21/2021,46.55,39.6,46.55,39.6,5.67M,24.47%
1/22/2021,49.6,48,51,48,2.81M,6.55%
1/25/2021,52,50,53.8,48.35,1.45M,4.84%
1/26/2021,58,53.05,58,50.4,1.67M,11.54%
1/27/2021,62.4,59,68.4,57,2.59M,7.59%
1/29/2021,59,67.6,67.6,55,1.84M,-5.45%
2/1/2021,56,58.2,59,54.2,563.40K,-5.08%
2/2/2021,47.95,57.5,57.5,42,1.14M,-14.37%
2/3/2021,47,50,52,39,1.76M,-1.98%
2/5/2021,51,49,51.8,48,2.09M,8.51%
2/8/2021,47.2,53,54,47,1.16M,-7.45%
2/9/2021,45.4,49,49,43,335.11K,-3.81%
2/10/2021,40,45,45,38.8,397.10K,-11.89%
2/11/2021,37.85,40.25,41.8,30.05,1.20M,-5.38%
2/12/2021,47.35,40,50,40,2.59M,25.10%
2/15/2021,49,50,53.6,48.6,4.61M,3.48%
2/16/2021,47.15,50,50,45.4,651.62K,-3.78%
2/17/2021,47.2,47,48,43.4,459.32K,0.11%
2/18/2021,47,47.2,48,46.4,294.56K,-0.42%
2/19/2021,47,47.6,47.6,46.55,476.66K,0.00%
2/22/2021,45.6,47.2,47.2,44.1,498.10K,-2.98%
2/23/2021,39.75,43.8,43.8,38.3,693.52K,-12.83%
2/24/2021,39.4,39.05,40.95,36,322.36K,-0.88%
2/25/2021,41.1,41.2,42,38.4,294.33K,4.31%
3/1/2021,40.65,41.4,42,40,214.99K,-1.09%
3/2/2021,39,41,41,39,168.23K,-4.06%
3/3/2021,37.6,39,39,35.05,241.63K,-3.59%
3/4/2021,35,37,38.55,34,500.30K,-6.91%
3/5/2021,35,35,36.55,34,371.67K,0.00%
3/8/2021,38.4,36.6,38.6,35.4,1.55M,9.71%
3/9/2021,37,39,41,37,529.39K,-3.65%
3/10/2021,37.4,39.75,39.75,37,57.83K,1.08%
3/12/2021,37.85,38,38,37.55,38.23K,1.20%
3/15/2021,37.35,37.7,39.05,37.2,37.89K,-1.32%
3/16/2021,36.45,37.35,37.35,35.5,70.08K,-2.41%
3/17/2021,36,36.25,37.4,35.6,32.81K,-1.23%
3/18/2021,33.8,36.55,36.55,33,590.33K,-6.11%
3/19/2021,33.05,33.8,34.6,32.6,147.90K,-2.22%
3/22/2021,34.4,34.4,35.75,33.4,76.54K,4.08%
3/23/2021,35.4,35.6,35.75,34.35,54.41K,2.91%
3/24/2021,38.55,35.05,38.6,34.4,155.53K,8.90%
3/25/2021,36.65,37.4,39,36.6,141.60K,-4.93%
3/26/2021,37.6,37.35,38,36,59.52K,2.59%
4/1/2021,41.8,41.4,41.9,38,313.27K,11.17%
4/5/2021,44,42,44.4,42,238.07K,5.26%
4/6/2021,47.3,44,47.5,43.2,616.00K,7.50%
4/7/2021,46,47.3,49.7,45,933.52K,-2.75%
4/8/2021,47.5,46.3,47.9,45,942.44K,3.26%
4/9/2021,47.1,48,48.9,47.1,800.67K,-0.84%
4/12/2021,49.9,48,50.4,47.9,1.63M,5.94%
4/15/2021,51.6,50.9,52,50.2,838.00K,3.41%
4/16/2021,52,51.9,52,48.9,1.05M,0.78%
4/19/2021,52.4,52.1,53.1,51,1.10M,0.77%
4/20/2021,48.5,52.1,52.3,47.5,930.05K,-7.44%
4/21/2021,50,48,50.5,47.1,318.11K,3.09%
4/22/2021,47.9,50.1,50.1,47.5,490.88K,-4.20%
4/23/2021,46,47.5,48,45.6,266.18K,-3.97%
4/27/2021,42.7,45,45.4,42.7,644.51K,-7.17%
4/28/2021,45.9,42,46.5,42,908.74K,7.49%
4/29/2021,45.6,46,47,44.7,325.60K,-0.65%
4/30/2021,45,45.5,46.4,45,249.67K,-1.32%
5/3/2021,45,46.5,46.5,44.3,131.38K,0.00%
5/4/2021,43.5,45,45,43.5,70.92K,-3.33%
5/5/2021,45.4,44.3,45.4,44.1,60.41K,4.37%
5/6/2021,46.8,45.1,46.9,45.1,235.92K,3.08%
5/7/2021,49,46.9,49.5,46.9,735.18K,4.70%
5/10/2021,47.5,48,48.5,46.5,276.02K,-3.06%
5/11/2021,47.7,48,48.3,46.8,142.61K,0.42%
5/12/2021,48.2,48,49.2,47.5,367.43K,1.05%
5/13/2021,48.3,49,49,47.8,46.85K,0.21%
5/17/2021,51,48.9,51.3,48.9,1.18M,5.59%
5/18/2021,51,50.5,51.5,49.7,288.94K,0.00%
5/19/2021,50.6,51,51.5,50.3,231.76K,-0.78%
5/20/2021,49.5,50.7,50.7,49.4,197.20K,-2.17%
5/21/2021,48.8,50,50,46.5,637.60K,-1.41%
5/24/2021,50.1,49.4,50.4,47.8,588.82K,2.66%
5/25/2021,50,51.5,51.5,49.6,191.54K,-0.20%
5/28/2021,53,51.5,53,49.8,2.36M,6.00%
5/31/2021,54.8,53.6,55.6,53.6,2.25M,3.40%
6/1/2021,53.7,55.4,55.4,53.2,531.48K,-2.01%
6/2/2021,54.3,53.6,54.6,53.6,296.32K,1.12%
6/3/2021,55.4,54.5,56.5,54.3,843.45K,2.03%
6/4/2021,55.3,55.5,55.8,54.8,542.58K,-0.18%
6/7/2021,54.8,55.2,55.2,54.4,315.08K,-0.90%
6/8/2021,52.7,53.5,53.5,52.2,426.37K,-3.83%
6/9/2021,53.6,52.5,53.9,52.5,269.33K,1.71%
6/10/2021,54.8,53.7,54.8,53.7,259.28K,2.24%
6/11/2021,54,54.9,54.9,53.8,531.93K,-1.46%
6/14/2021,53.5,53.9,53.9,52,558.47K,-0.93%
6/15/2021,53,53,53.9,52.5,103.59K,-0.93%
6/16/2021,52.5,53,53,52.2,294.25K,-0.94%
6/17/2021,53,52.5,53.5,52.1,297.35K,0.95%
6/18/2021,52.7,53.5,54,52.2,631.83K,-0.57%
6/21/2021,52,53.3,53.9,51.8,185.69K,-1.33%
6/22/2021,50.5,52,52.5,50.1,240.63K,-2.88%
6/23/2021,51.2,50.9,52,49.9,622.84K,1.39%
6/25/2021,51.8,52.2,52.3,51.3,280.62K,1.17%
6/28/2021,51.7,52,52,51.6,201.83K,-0.19%
6/29/2021,50.2,51.7,51.7,50,358.79K,-2.90%
6/30/2021,50,50,50.4,49,298.23K,-0.40%
7/1/2021,50.6,50,51.3,50,116.63K,1.20%
7/2/2021,52.1,50,52.4,49.5,131.77K,2.96%
7/5/2021,52.4,51,52.9,51,174.73K,0.58%
7/6/2021,51.8,52.5,52.5,51.2,196.75K,-1.15%
7/7/2021,52.5,51.7,52.5,51.7,81.95K,1.35%
7/8/2021,52.5,52.6,52.8,52,131.59K,0.00%
7/9/2021,52.5,52.8,52.8,52.4,479.04K,0.00%
7/12/2021,53.4,52.5,53.8,52.5,371.76K,1.71%
7/13/2021,54.5,53.6,54.7,53.6,498.09K,2.06%
7/14/2021,54.2,54.4,54.7,54.1,308.38K,-0.55%
7/15/2021,54.1,54.5,54.5,54,431.30K,-0.18%
7/16/2021,53.8,54.3,54.6,53.7,60.76K,-0.55%
7/19/2021,54.4,53.9,54.4,53.5,692.73K,1.12%
7/20/2021,55.2,54.3,55.6,54.2,1.29M,1.47%
7/22/2021,55.5,56,56,55.1,772.53K,0.54%
7/26/2021,56,56,56.9,55.4,617.96K,0.90%
7/27/2021,55.8,56.3,56.3,55.3,319.64K,-0.36%
7/28/2021,56.1,56,56.4,55.3,927.03K,0.54%
7/29/2021,56.8,56.1,56.8,56.1,352.17K,1.25%
7/30/2021,57.5,56.9,58,56.3,956.42K,1.23%
8/2/2021,61.4,58,61.5,57.7,2.92M,6.78%
8/3/2021,63.7,62,64.1,62,1.45M,3.75%
8/4/2021,61.4,63.7,64.2,61,837.60K,-3.61%
8/5/2021,58.9,61.5,61.6,58,1.22M,-4.07%
8/6/2021,59.5,58,59.9,56.9,633.10K,1.02%
8/9/2021,60.9,60,61,58.1,433.67K,2.35%
8/10/2021,62.6,62,64.2,61.5,2.80M,2.79%
8/11/2021,62.3,62.5,63.8,61.5,339.60K,-0.48%
8/12/2021,60.4,62,62,58,986.44K,-3.05%
8/13/2021,59.5,59.3,61,58.4,397.69K,-1.49%
8/16/2021,59.9,60,60.2,58.7,177.87K,0.67%
8/17/2021,60.9,59,61.1,58.8,548.30K,1.67%
8/18/2021,62.6,61,62.6,61,798.01K,2.79%
8/19/2021,61.3,62.4,63,59.3,506.62K,-2.08%
8/20/2021,61.5,60.6,62,60.6,584.44K,0.33%
8/23/2021,69.7,63.2,74.9,63.2,2.56M,13.33%
8/24/2021,70.9,70,74.3,70,1.36M,1.72%
8/25/2021,69,70.1,71.4,67,1.01M,-2.68%
8/26/2021,67,69,69.8,67,425.05K,-2.90%
8/27/2021,68,66.1,69.4,66.1,777.63K,1.49%
8/30/2021,67.3,68,68.5,67.1,260.47K,-1.03%
8/31/2021,68.5,67.1,68.6,66.9,484.52K,1.78%
9/1/2021,73.5,69,73.5,68,1.84M,7.30%
9/2/2021,72,75.2,78,71.8,1.47M,-2.04%
9/3/2021,71.8,72,72.9,71,525.65K,-0.28%
9/6/2021,69.8,71.5,72,68.5,400.98K,-2.79%
9/7/2021,69,69.8,69.8,67.9,569.72K,-1.15%
9/8/2021,67,69,69,64,883.87K,-2.90%
9/9/2021,67,65,68,65,323.11K,0.00%
9/10/2021,66,68.5,68.5,65.6,446.53K,-1.49%
9/13/2021,65.2,66,67.4,64,301.47K,-1.21%
9/14/2021,67,65,67.9,65,100.17K,2.76%
9/15/2021,67.8,67.3,68,67,461.51K,1.19%
9/16/2021,66,68,68.4,66,276.41K,-2.65%
9/17/2021,66.9,67,67,66,90.99K,1.36%
9/21/2021,65,66,67,64.5,210.04K,-2.84%
9/22/2021,65.7,64.6,67,64.6,70.68K,1.08%
9/23/2021,67,66.9,67,65.5,205.16K,1.98%
9/24/2021,68,66.2,68,66,259.64K,1.49%
9/27/2021,69.5,69.6,69.8,68.4,501.30K,2.21%
9/28/2021,69.8,69.5,70.9,68.8,645.63K,0.43%
9/29/2021,70.5,69.5,71.5,69.5,549.67K,1.00%
9/30/2021,69.5,70.5,71,69,200.14K,-1.42%
10/1/2021,69.1,69.6,70,69,75.17K,-0.58%
10/4/2021,72.1,69.6,73,67.2,1.55M,4.34%
10/5/2021,73,72.5,73.8,71.6,993.56K,1.25%
10/6/2021,72.1,73.5,75,72,634.91K,-1.23%
10/7/2021,72.5,72.1,73.3,72,157.65K,0.55%
10/8/2021,72,71.9,72.5,71.8,778.07K,-0.69%
10/11/2021,73.4,73,74.8,72,138.60K,1.94%
10/12/2021,72.8,73.5,73.5,72,176.38K,-0.82%
10/13/2021,70,72.8,72.8,70,160.71K,-3.85%
10/14/2021,72,71.2,72.8,71,205.88K,2.86%
10/15/2021,74.5,72.8,74.7,72,601.28K,3.47%
10/18/2021,76.7,76.7,77.2,76.1,796.75K,2.95%
10/21/2021,81.9,76.5,82.5,76.5,1.11M,6.78%
10/22/2021,83.5,82,84.4,81.7,852.97K,1.95%
10/25/2021,86.5,84,86.5,83.4,863.82K,3.59%
10/26/2021,86.2,87,87.9,85.4,657.49K,-0.35%
10/27/2021,87.8,86.2,88.5,85,418.38K,1.86%
10/28/2021,86.2,88.8,88.8,85.9,68.38K,-1.82%
10/29/2021,89,86.7,89,84.5,485.64K,3.25%
11/1/2021,88,90,90.8,87.3,237.03K,-1.12%
11/2/2021,86.3,87.5,87.5,85,131.14K,-1.93%
11/3/2021,85.2,88,88,84.5,180.10K,-1.27%
11/5/2021,83.9,85.1,85.1,82.2,177.49K,-1.53%
11/8/2021,84.5,84.9,85.3,83.5,356.38K,0.72%
11/9/2021,83.8,85.5,85.5,83.1,318.39K,-0.83%
11/10/2021,82.5,82.9,82.9,80,94.06K,-1.55%
11/11/2021,80.4,81.9,85,80,187.59K,-2.55%
11/12/2021,80.1,80,81,79.8,722.90K,-0.37%
11/15/2021,77.5,78,79.5,75,366.70K,-3.25%
11/16/2021,75.3,78,78,74,465.46K,-2.84%
11/17/2021,82.8,75.4,83,75.3,706.80K,9.96%
11/19/2021,83.3,82.9,86.2,82.9,457.01K,0.60%
11/22/2021,84,85,85.5,84,200.24K,0.84%
11/23/2021,86.1,84.5,86.2,83,1.25M,2.50%
11/24/2021,87.3,86.6,88,85.6,704.59K,1.39%
11/25/2021,92,88,94,87,904.33K,5.38%
11/26/2021,105.5,93,105.5,93,1.83M,14.67%
11/29/2021,102,107.5,109.25,100,1.12M,-3.32%
11/30/2021,102.5,103,104.75,100,483.97K,0.49%
12/1/2021,104,102.5,108.75,101,829.66K,1.46%
12/2/2021,104,104.75,105,102,123.20K,0.00%
12/3/2021,105,105,106,102,208.26K,0.96%
12/6/2021,106.5,105.5,107.5,103,143.24K,1.43%
12/7/2021,109.25,107.75,111.75,107,363.96K,2.58%
12/8/2021,108,110,112.5,108,150.52K,-1.14%
12/9/2021,108.75,111,111,108,231.69K,0.69%
12/10/2021,111,109,112.5,107.75,324.50K,2.07%
12/13/2021,109.25,111,112.5,109,242.55K,-1.58%
12/14/2021,110,112,115,110,362.12K,0.69%
12/15/2021,113,115,115,112,72.80K,2.73%
12/16/2021,111,113.5,113.5,109.75,150.38K,-1.77%
12/17/2021,110,111,112,109,167.15K,-0.90%
12/20/2021,107.75,110,113,106.5,167.77K,-2.05%
12/21/2021,106.5,107.5,108,104,416.67K,-1.16%
12/22/2021,107,106.5,108,106,186.25K,0.47%
12/23/2021,107.25,107,108.5,106.25,65.91K,0.23%
12/24/2021,110,107.25,111.25,107.25,41.73K,2.56%
12/27/2021,110,111.25,111.25,108.5,140.53K,0.00%
12/28/2021,108,111,111,108,221.53K,-1.82%
12/29/2021,108,109,109,107,158.01K,0.00%
12/30/2021,109,108,110,107.25,68.38K,0.93%
12/31/2021,110.25,108.75,111,108.5,305.25K,1.15%
1/3/2022,113,111.25,115.5,110.5,422.30K,2.49%
1/4/2022,112,113.75,114.75,112,135.09K,-0.88%
1/5/2022,113,112.5,114.5,112.5,241.33K,0.89%
1/6/2022,118,113.75,118,112,291.96K,4.42%
1/7/2022,121.5,118,126,117,884.87K,2.97%
1/10/2022,121.75,124,124,118,348.75K,0.21%
1/11/2022,117.5,117.25,118.5,114.75,316.29K,-3.49%
1/12/2022,117.5,116.25,120,116.25,89.57K,0.00%
1/13/2022,116,118,118,116,165.67K,-1.28%
1/18/2022,124.75,116.75,126,114.75,805.39K,7.54%
1/19/2022,124.75,125,125,120.5,219.20K,0.00%
1/20/2022,123,125,127.5,121,148.46K,-1.40%
1/21/2022,120.5,123,123.75,120.5,126.86K,-2.03%
1/24/2022,121.5,122,123,120,64.04K,0.83%
1/25/2022,118,122,122,117,364.87K,-2.88%
1/26/2022,117,118,118.5,114.25,307.85K,-0.85%
1/27/2022,118,120,121,115.25,248.08K,0.85%
1/28/2022,119.5,118,121,115.5,160.79K,1.27%
1/31/2022,118,119.75,119.75,117.5,26.37K,-1.26%
2/1/2022,118.75,118.5,119.5,116,49.36K,0.64%
2/2/2022,112.75,118,118,110,247.77K,-5.05%
2/3/2022,115,112.75,116.75,108,348.11K,2.00%
2/7/2022,112,115.25,117.5,112,23.61K,-2.61%
2/8/2022,111,114.75,114.75,107.25,158.79K,-0.89%
2/9/2022,108,110,114,108,440.18K,-2.70%
2/10/2022,111.5,109,111.75,104,314.54K,3.24%
2/11/2022,113.75,112.75,113.75,111,316.05K,2.02%
2/14/2022,116.25,113.75,118,112,96.99K,2.20%
2/15/2022,112,116,116,111,38.39K,-3.66%
2/17/2022,108,110.25,112,107.5,160.80K,-3.57%
2/18/2022,106,109.5,109.5,105.5,213.36K,-1.85%
2/21/2022,100.5,106,106,93,354.26K,-5.19%
2/22/2022,98.6,98.6,103.75,98,70.01K,-1.89%
2/23/2022,94,98.7,98.7,89,365.55K,-4.67%
2/24/2022,89,90.2,97.5,89,92.48K,-5.32%
2/25/2022,96,89.6,96,88.1,171.86K,7.87%
2/28/2022,103,96,106.5,94,117.36K,7.29%
3/2/2022,103,107,107,98,97.16K,0.00%
3/3/2022,96,100.25,104.5,96,104.00K,-6.80%
3/4/2022,98,96,99.8,95,47.15K,2.08%
3/7/2022,93.6,100,100,92.6,37.79K,-4.49%
3/8/2022,87,95,95,85,139.04K,-7.05%
3/9/2022,83.2,89.9,90,82.2,73.03K,-4.37%
3/10/2022,90,83.4,92,75,107.30K,8.17%
3/11/2022,85,93,93,85,51.69K,-5.56%
3/14/2022,84.1,89.9,89.9,84.1,22.56K,-1.06%
3/15/2022,77,84.1,84.1,74.5,95.08K,-8.44%
3/16/2022,76,76.1,78.9,71.9,213.63K,-1.30%
3/18/2022,74,76.8,76.8,72,206.51K,-2.63%
3/21/2022,78.5,77.6,81,75,430.75K,6.08%
3/22/2022,80,79.9,83.2,79,325.93K,1.91%
3/23/2022,79,83,83,78,55.77K,-1.25%
3/24/2022,80,82.7,82.7,76.6,90.91K,1.27%
3/25/2022,80,81.4,82,79.9,264.38K,0.00%
3/28/2022,75,80,80,74.2,73.94K,-6.25%
3/29/2022,71,74.5,74.8,68,141.99K,-5.33%
3/30/2022,68,67.6,69,55.6,114.70K,-4.23%
3/31/2022,57.1,63.8,66.9,57.1,63.64K,-16.03%
4/1/2022,46,50.1,50.1,46,28.43K,-19.44%
4/4/2022,46,43,50,42,242.24K,0.00%
4/5/2022,50.6,50,52,46,137.74K,10.00%
4/6/2022,50,51.8,54,49,47.68K,-1.19%
4/7/2022,47,50,50,46.4,23.08K,-6.00%
4/8/2022,47.1,46.8,50,45,92.11K,0.21%
4/25/2022,42,43,43,42,54.87K,-10.83%
4/26/2022,33,36.9,36.9,33,153.66K,-21.43%
4/27/2022,40,33,40,33,162.53K,21.21%
4/28/2022,44.5,42.5,44.5,36,135.00K,11.25%
4/29/2022,43.5,45,45,42.5,69.33K,-2.25%
5/4/2022,42.8,42.5,43,40,38.58K,-1.61%
5/5/2022,40.5,41,42,39.2,11.15K,-5.37%
5/6/2022,40,40.5,40.5,36,39.84K,-1.23%
5/9/2022,40,39.9,44.5,39.5,171.25K,0.00%
5/12/2022,47.9,42,51,42,289.86K,19.75%
5/13/2022,51.3,49.9,51.8,49.8,88.09K,7.10%
5/17/2022,53.9,52,55,52,114.51K,5.07%
5/18/2022,50.9,54.5,57,50.3,171.09K,-5.57%
5/19/2022,50,52.9,52.9,48.5,76.76K,-1.77%
5/20/2022,48.6,48.6,50,48.6,37.99K,-2.80%
5/23/2022,49.6,51,52,48.5,119.57K,2.06%
5/24/2022,47.6,49.4,49.9,47,58.92K,-4.03%
5/25/2022,46.5,48,48,45,30.22K,-2.31%
5/26/2022,46,45.1,46.4,44.7,58.09K,-1.08%
5/27/2022,44,46,46,43.1,44.55K,-4.35%
5/30/2022,43.5,46,46,42.5,45.75K,-1.14%
5/31/2022,45,44,47,43,77.38K,3.45%
6/1/2022,44.6,47.9,47.9,44.5,176.34K,-0.89%
6/2/2022,44.6,45,46.5,44.5,13.87K,0.00%
6/3/2022,44,46,46,43,37.12K,-1.35%
6/6/2022,43,43.2,45,43,201.94K,-2.27%
6/7/2022,39,41.9,42.2,37.2,77.97K,-9.30%
6/8/2022,39.5,41.9,41.9,39,14.03K,1.28%
6/9/2022,41.2,41.9,42.5,39.5,65.92K,4.30%
6/10/2022,43,42.7,43,41.1,105.92K,4.37%
6/13/2022,43.9,43.9,44.4,41.7,253.48K,2.09%
6/15/2022,43.6,43.9,43.9,41.5,267.54K,-0.68%
6/16/2022,42.5,43,44,41.5,15.49K,-2.52%
6/17/2022,41.2,41.5,41.5,40,43.73K,-3.06%
6/20/2022,41.8,42,42,39.5,20.36K,1.46%
6/21/2022,40,41.9,41.9,40,24.32K,-4.31%
6/22/2022,41.4,41.9,41.9,40,61.37K,3.50%
6/23/2022,42,41.1,42.1,40,47.53K,1.45%
6/24/2022,43.9,42,44,42,45.47K,4.52%
6/27/2022,42.3,45,46,42,1.78M,-3.64%
6/28/2022,40.2,42.2,43.9,40,123.40K,-4.96%
6/29/2022,40.9,41.9,41.9,40.4,3.06K,1.74%
6/30/2022,40.6,41.5,41.5,38.5,34.45K,-0.73%
7/1/2022,40.9,40.9,40.9,39.9,49.43K,0.74%
7/4/2022,39.5,41,42.3,39.5,9.51K,-3.42%
7/5/2022,38,41,41,37.5,40.16K,-3.80%
7/6/2022,36.7,38,40,36.7,47.50K,-3.42%
7/7/2022,36.8,39.9,39.9,36.8,7.71K,0.27%
7/8/2022,36.9,39,39,36.8,27.99K,0.27%
7/11/2022,40,39,40,38,36.99K,8.40%
7/12/2022,39.5,40,40.1,39.5,25.59K,-1.25%
7/14/2022,38.7,39.5,39.5,38.7,6.16K,-2.03%
7/15/2022,40,39.9,40,39.5,20.59K,3.36%
7/18/2022,38.5,40.2,41.5,38.2,18.22K,-3.75%
7/19/2022,40,41,41,40,11.40K,3.90%
7/20/2022,41.1,41,43,40,14.65K,2.75%
7/21/2022,41.8,43,43,41.5,6.42K,1.70%
7/22/2022,41.5,41.8,42.9,41.5,5.85K,-0.72%
7/25/2022,41.6,42.5,42.5,40.2,10.88K,0.24%
7/26/2022,40,41.9,41.9,40,3.26K,-3.85%
7/27/2022,40.1,40,40.9,39.5,24.50K,0.25%
7/28/2022,39.9,40.4,40.5,39.3,6.34K,-0.50%
7/29/2022,38,40.5,40.5,37.6,49.46K,-4.76%
8/1/2022,37.5,38,39.9,36.7,63.83K,-1.32%
8/2/2022,40,38,40.2,38,177.28K,6.67%
8/3/2022,44,40.9,44.7,40.9,189.28K,10.00%
8/4/2022,47.6,44.7,51,44.1,346.18K,8.18%
8/5/2022,45.9,49,49,45.2,126.40K,-3.57%
8/8/2022,44.9,45.9,46,44.4,177.44K,-2.18%
8/9/2022,44.9,45,46.1,44.5,156.28K,0.00%
8/10/2022,48,45.1,49,45,261.74K,6.90%
8/12/2022,53.9,50,54.5,48.1,231.40K,12.29%
8/15/2022,57.9,59,63.5,55,894.32K,7.42%
8/16/2022,57,59.5,60,55.6,481.09K,-1.55%
8/17/2022,56,56.7,57,52.8,279.64K,-1.75%
8/18/2022,53.5,54.8,55,51.5,125.54K,-4.46%
8/19/2022,51.1,54,54.9,51.1,116.99K,-4.49%
8/22/2022,52.5,53.4,53.4,51.6,140.67K,2.74%
8/23/2022,51,52.5,53.4,51,101.98K,-2.86%
8/24/2022,51.2,52,52,49.1,100.58K,0.39%
8/25/2022,50,52,52,50,286.96K,-2.34%
8/26/2022,48.8,50,51.4,47.1,286.37K,-2.40%
8/29/2022,50.4,52,52,47.1,73.70K,3.28%
8/30/2022,50.7,48.7,51.9,48.6,84.57K,0.60%
8/31/2022,51,51,53,51,45.43K,0.59%
9/1/2022,52,52.8,52.8,51.5,15.65K,1.96%
9/2/2022,51.5,52.9,52.9,51.5,60.33K,-0.96%
9/5/2022,50.7,52.5,52.5,50,87.28K,-1.55%
9/6/2022,50.5,50,51.5,49.5,16.74K,-0.39%
9/7/2022,51.8,50,52,49.6,39.18K,2.57%
9/8/2022,54,50.8,55.5,50.8,169.98K,4.25%
9/9/2022,57.3,55,57.5,53,496.32K,6.11%
9/12/2022,60,59.9,62.9,59.6,543.66K,4.71%
9/13/2022,59.4,60,60,57,321.75K,-1.00%
9/14/2022,57,59.6,60,54,255.67K,-4.04%
9/15/2022,56,58,58.7,55,45.85K,-1.75%
9/16/2022,59.5,55,60,54.3,876.74K,6.25%
9/19/2022,58,60,61,56,102.29K,-2.52%
9/20/2022,57.5,57.5,57.8,56.2,54.71K,-0.86%
9/21/2022,60.1,57.7,60.7,56.1,393.21K,4.52%
9/22/2022,61.4,60.5,63.4,60,452.78K,2.16%
9/23/2022,61.9,63,63.2,61.5,188.22K,0.81%
9/26/2022,62.4,63,63.2,61,634.15K,0.81%
9/27/2022,62.8,62.5,63,60,131.89K,0.64%
9/28/2022,67.2,62.8,68.5,62.3,1.38M,7.01%
9/29/2022,69.9,68.1,71.5,65,1.47M,4.02%
9/30/2022,68.8,69.9,72,67.1,598.15K,-1.57%
10/3/2022,63,68.5,68.5,63,178.23K,-8.43%
10/4/2022,64.2,63,65,58.6,228.72K,1.90%
10/5/2022,61,64,65.5,60,281.00K,-4.98%
10/6/2022,59.9,62,62,57.6,44.51K,-1.80%
10/7/2022,58.7,57.6,59.8,56,48.37K,-2.00%
10/11/2022,54.1,58.6,59,54,81.38K,-7.84%
10/12/2022,60,54,60.5,51.5,240.15K,10.91%
10/13/2022,60.1,59.5,61.5,59,69.70K,0.17%
10/14/2022,61,62,62,55,887.07K,1.50%
10/17/2022,58.6,62,62,58.6,67.26K,-3.93%
10/18/2022,59,59,60,57.2,63.08K,0.68%
10/19/2022,58.7,58.8,60.9,58,65.13K,-0.51%
10/20/2022,55.3,59,59.9,55,325.81K,-5.79%
10/21/2022,55.6,55.5,57.5,55,52.83K,0.54%
10/25/2022,54,53.1,58.9,53.1,33.04K,-2.88%
10/26/2022,54,54,56.8,53.8,94.17K,0.00%
10/27/2022,55,55,57,54.5,18.74K,1.85%
10/28/2022,54,56.9,56.9,54,14.01K,-1.82%
10/31/2022,53.5,54.2,55.9,51.6,20.78K,-0.93%
11/1/2022,52.1,53.5,54,52,9.85K,-2.62%
11/2/2022,51,52.2,54.9,51,13.55K,-2.11%
11/3/2022,51.7,52.1,53.5,51.6,9.54K,1.37%
11/4/2022,52,52.1,54.5,52,41.81K,0.58%
11/8/2022,48.1,53.8,53.8,47,59.43K,-7.50%
11/9/2022,48.9,48.2,50.8,48.1,25.93K,1.66%
11/10/2022,48,48.9,48.9,48,71.39K,-1.84%
11/11/2022,48.9,48.5,50.6,47,200.40K,1.88%
11/14/2022,46.4,48,50,45,405.29K,-5.11%
11/15/2022,47.8,46.5,49,45,248.61K,3.02%
11/16/2022,46.5,47.8,47.8,44,141.62K,-2.72%
11/17/2022,44.8,46.8,47,44.8,148.47K,-3.66%
11/18/2022,41.1,44.5,45,41.1,323.36K,-8.26%
11/21/2022,41.6,43.5,45,40.2,49.11K,1.22%
11/22/2022,44.9,43,44.9,42.7,55.28K,7.93%
11/23/2022,45,45,46.9,44.9,67.09K,0.22%
11/24/2022,46,45.9,46.5,44,19.63K,2.22%
11/25/2022,46,46.5,46.5,43,90.48K,0.00%
